Record_id,Date,Year_month,Country,Region,Facility_id,Facility_type,Service_type,Client_age_group,Client_gender,Visit_volume,Direct_cost_usd,Indirect_cost_usd,Total_cost_usd,Social_value_per_visit,Social_value_usd,Roi,Cumulative_visits,Region_lat,Region_lon
3106,2026-02-07,2026-02,Malawi,Mzuzu,Mal_Mzu_Mo_2,Mobile Unit,HIV Testing,35-44,Female,3,60,68 ,128 ,300 ,900 ,6.0 ,88,-11.4656,34.0207
4682,2026-02-23,2026-02,Malawi,Mzuzu,Mal_Mzu_Mo_2,Mobile Unit,Child Immunization,45+,Female,7,84,84 ,168 ,250 ,"1,750 ",9.4 ,95,-11.4656,34.0207
1257,2026-03-04,2026-03,Malawi,Mzuzu,Mal_Mzu_Mo_2,Mobile Unit,Post-abortion Care,15-24,Male,2,120,41 ,161 ,"1,500 ","3,000 ",17.6 ,97,-11.4656,34.0207
8112,2026-03-08,2026-03,Malawi,Mzuzu,Mal_Mzu_Mo_2,Mobile Unit,HIV Testing,15-24,Male,4,80,115 ,195 ,300 ,"1,200 ",5.1 ,101,-11.4656,34.0207
1664,2026-03-11,2026-03,Malawi,Mzuzu,Mal_Mzu_Mo_2,Mobile Unit,Maternal Health,35-44,Female,5,225,38 ,263 ,800 ,"4,000 ",14.2 ,106,-11.4656,34.0207
6064,2026-03-11,2026-03,Malawi,Mzuzu,Mal_Mzu_Mo_2,Mobile Unit,Post-abortion Care,25-34,Male,1,60,25 ,85 ,"1,500 ","1,500 ",16.6 ,107,-11.4656,34.0207
3030,2025-02-02,2025-02,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,Maternal Health,35-44,Male,6,270,34 ,304 ,800 ,"4,800 ",14.8 ,6,-11.4656,34.0207
6931,2025-02-11,2025-02,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,Malaria Prevention,25-34,Male,5,40,51 ,91 ,180 ,900 ,8.8 ,11,-11.4656,34.0207
485,2025-03-09,2025-03,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,HIV Testing,45+,Female,3,60,19 ,79 ,300 ,900 ,10.3 ,14,-11.4656,34.0207
7833,2025-03-15,2025-03,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,Malaria Prevention,45+,Male,7,56,197 ,253 ,180 ,"1,260 ",4.0 ,21,-11.4656,34.0207
1336,2025-03-21,2025-03,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,Child Immunization,15-24,Male,11,132,240 ,372 ,250 ,"2,750 ",6.4 ,32,-11.4656,34.0207
5811,2025-05-20,2025-05,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,HIV Testing,45+,Male,4,80,34 ,114 ,300 ,"1,200 ",9.6 ,36,-11.4656,34.0207
4509,2025-06-05,2025-06,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,Family Planning,25-34,Male,10,150,202 ,352 ,120 ,"1,200 ",2.4 ,46,-11.4656,34.0207
6059,2025-06-08,2025-06,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,Maternal Health,15-24,Female,4,180,102 ,282 ,800 ,"3,200 ",10.3 ,50,-11.4656,34.0207
465,2025-06-19,2025-06,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,Family Planning,45+,Male,3,45,69 ,114 ,120 ,360 ,2.1 ,53,-11.4656,34.0207
663,2025-07-02,2025-07,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,Child Immunization,35-44,Female,8,96,192 ,288 ,250 ,"2,000 ",5.9 ,61,-11.4656,34.0207
8916,2025-07-29,2025-07,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,Maternal Health,45+,Male,7,315,104 ,419 ,800 ,"5,600 ",12.4 ,68,-11.4656,34.0207
7176,2025-08-04,2025-08,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,Family Planning,45+,Male,9,135,240 ,375 ,120 ,"1,080 ",1.9 ,77,-11.4656,34.0207
6089,2025-08-25,2025-08,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,Malaria Prevention,35-44,Female,6,48,131 ,179 ,180 ,"1,080 ",5.0 ,83,-11.4656,34.0207
1250,2025-09-05,2025-09,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,Post-abortion Care,25-34,Female,3,180,38 ,218 ,"1,500 ","4,500 ",19.7 ,86,-11.4656,34.0207
3099,2025-09-07,2025-09,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,Malaria Prevention,15-24,Female,3,24,74 ,98 ,180 ,540 ,4.5 ,89,-11.4656,34.0207
5077,2025-09-10,2025-09,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,Post-abortion Care,15-24,Female,2,120,59 ,179 ,"1,500 ","3,000 ",15.7 ,91,-11.4656,34.0207
3697,2025-09-22,2025-09,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,Maternal Health,35-44,Female,5,225,113 ,338 ,800 ,"4,000 ",10.8 ,96,-11.4656,34.0207
274,2025-10-13,2025-10,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,Maternal Health,15-24,Female,4,180,94 ,274 ,800 ,"3,200 ",10.7 ,100,-11.4656,34.0207
6102,2025-10-26,2025-10,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,Malaria Prevention,35-44,Male,3,24,28 ,52 ,180 ,540 ,9.4 ,103,-11.4656,34.0207
719,2025-11-28,2025-11,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,Family Planning,35-44,Male,11,165,214 ,379 ,120 ,"1,320 ",2.5 ,114,-11.4656,34.0207
6034,2025-12-23,2025-12,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,Malaria Prevention,35-44,Female,7,56,153 ,209 ,180 ,"1,260 ",5.0 ,121,-11.4656,34.0207
7012,2026-01-10,2026-01,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,Malaria Prevention,15-24,Male,6,48,155 ,203 ,180 ,"1,080 ",4.3 ,127,-11.4656,34.0207
7475,2026-01-22,2026-01,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,Family Planning,35-44,Female,2,30,34 ,64 ,120 ,240 ,2.8 ,129,-11.4656,34.0207
3889,2026-04-05,2026-04,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,Family Planning,25-34,Male,12,180,133 ,313 ,120 ,"1,440 ",3.6 ,141,-11.4656,34.0207
7292,2026-05-25,2026-05,Malawi,Mzuzu,Mal_Mzu_Mo_3,Mobile Unit,Family Planning,25-34,Male,6,90,164 ,254 ,120 ,720 ,1.8 ,147,-11.4656,34.0207
6857,2025-01-13,2025-01,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,HIV Testing,15-24,Female,2,40,10 ,50 ,300 ,600 ,11.0 ,2,-11.4656,34.0207
7030,2025-01-29,2025-01,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,Maternal Health,25-34,Male,4,180,68 ,248 ,800 ,"3,200 ",11.9 ,6,-11.4656,34.0207
7777,2025-02-02,2025-02,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,Family Planning,25-34,Female,11,165,302 ,467 ,120 ,"1,320 ",1.8 ,17,-11.4656,34.0207
3441,2025-02-14,2025-02,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,Post-abortion Care,35-44,Female,1,60,21 ,81 ,"1,500 ","1,500 ",17.5 ,18,-11.4656,34.0207
7446,2025-02-24,2025-02,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,Malaria Prevention,45+,Female,5,40,37 ,77 ,180 ,900 ,10.7 ,23,-11.4656,34.0207
7379,2025-03-23,2025-03,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,Malaria Prevention,35-44,Female,3,24,46 ,70 ,180 ,540 ,6.7 ,26,-11.4656,34.0207
1289,2025-05-08,2025-05,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,Post-abortion Care,35-44,Female,1,60,16 ,76 ,"1,500 ","1,500 ",18.7 ,27,-11.4656,34.0207
1324,2025-05-09,2025-05,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,HIV Testing,45+,Male,4,80,28 ,108 ,300 ,"1,200 ",10.1 ,31,-11.4656,34.0207
7387,2025-06-10,2025-06,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,Family Planning,35-44,Female,12,180,306 ,486 ,120 ,"1,440 ",2.0 ,43,-11.4656,34.0207
7432,2025-07-15,2025-07,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,Child Immunization,45+,Female,7,84,103 ,187 ,250 ,"1,750 ",8.4 ,50,-11.4656,34.0207
7682,2025-09-02,2025-09,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,Maternal Health,35-44,Female,4,180,111 ,291 ,800 ,"3,200 ",10.0 ,54,-11.4656,34.0207
742,2025-09-17,2025-09,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,HIV Testing,45+,Male,4,80,81 ,161 ,300 ,"1,200 ",6.4 ,58,-11.4656,34.0207
997,2025-10-07,2025-10,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,HIV Testing,35-44,Male,3,60,75 ,135 ,300 ,900 ,5.7 ,61,-11.4656,34.0207
6600,2025-10-24,2025-10,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,Post-abortion Care,45+,Female,2,120,30 ,150 ,"1,500 ","3,000 ",19.0 ,63,-11.4656,34.0207
3919,2025-10-25,2025-10,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,Family Planning,35-44,Female,6,90,149 ,239 ,120 ,720 ,2.0 ,69,-11.4656,34.0207
3876,2025-10-31,2025-10,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,HIV Testing,35-44,Female,2,40,43 ,83 ,300 ,600 ,6.2 ,71,-11.4656,34.0207
2184,2025-11-04,2025-11,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,Maternal Health,15-24,Male,2,90,54 ,144 ,800 ,"1,600 ",10.1 ,73,-11.4656,34.0207
7882,2025-11-11,2025-11,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,Post-abortion Care,45+,Female,5,300,67 ,367 ,"1,500 ","7,500 ",19.4 ,78,-11.4656,34.0207
3356,2025-11-18,2025-11,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,Malaria Prevention,25-34,Male,4,32,58 ,90 ,180 ,720 ,7.0 ,82,-11.4656,34.0207
3085,2025-11-25,2025-11,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,Maternal Health,15-24,Female,5,225,92 ,317 ,800 ,"4,000 ",11.6 ,87,-11.4656,34.0207
4453,2026-01-05,2026-01,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,Family Planning,15-24,Female,8,120,92 ,212 ,120 ,960 ,3.5 ,95,-11.4656,34.0207
8092,2026-01-26,2026-01,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,HIV Testing,35-44,Female,2,40,35 ,75 ,300 ,600 ,7.0 ,97,-11.4656,34.0207
6420,2026-01-27,2026-01,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,HIV Testing,25-34,Female,2,40,45 ,85 ,300 ,600 ,6.1 ,99,-11.4656,34.0207
1471,2026-01-30,2026-01,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,Post-abortion Care,25-34,Female,2,120,12 ,132 ,"1,500 ","3,000 ",21.8 ,101,-11.4656,34.0207
7554,2026-03-02,2026-03,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,Maternal Health,35-44,Female,4,180,89 ,269 ,800 ,"3,200 ",10.9 ,105,-11.4656,34.0207
5594,2026-03-30,2026-03,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,Post-abortion Care,25-34,Male,7,420,183 ,603 ,"1,500 ","10,500 ",16.4 ,112,-11.4656,34.0207
4309,2026-04-25,2026-04,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,Post-abortion Care,15-24,Male,3,180,40 ,220 ,"1,500 ","4,500 ",19.5 ,115,-11.4656,34.0207
3307,2026-05-24,2026-05,Malawi,Mzuzu,Mal_Mzu_Mo_4,Mobile Unit,Family Planning,25-34,Female,3,45,26 ,71 ,120 ,360 ,4.1 ,118,-11.4656,34.0207
4361,2025-01-01,2025-01,Malawi,Mzuzu,Mal_Mzu_Mo_5,Mobile Unit,Family Planning,15-24,Male,5,75,61 ,136 ,120 ,600 ,3.4 ,5,-11.4656,34.0207
43,2025-01-09,2025-01,Malawi,Mzuzu,Mal_Mzu_Mo_5,Mobile Unit,Malaria Prevention,35-44,Female,5,40,142 ,182 ,180 ,900 ,3.9 ,10,-11.4656,34.0207
620,2025-01-21,2025-01,Malawi,Mzuzu,Mal_Mzu_Mo_5,Mobile Unit,Family Planning,15-24,Male,8,120,129 ,249 ,120 ,960 ,2.9 ,18,-11.4656,34.0207
5562,2025-04-03,2025-04,Malawi,Mzuzu,Mal_Mzu_Mo_5,Mobile Unit,Child Immunization,35-44,Female,10,120,97 ,217 ,250 ,"2,500 ",10.5 ,28,-11.4656,34.0207
7579,2025-04-04,2025-04,Malawi,Mzuzu,Mal_Mzu_Mo_5,Mobile Unit,Child Immunization,35-44,Female,8,96,55 ,151 ,250 ,"2,000 ",12.2 ,36,-11.4656,34.0207
7063,2025-04-17,2025-04,Malawi,Mzuzu,Mal_Mzu_Mo_5,Mobile Unit,Maternal Health,35-44,Male,1,45,24 ,69 ,800 ,800 ,10.7 ,37,-11.4656,34.0207
1675,2025-05-25,2025-05,Malawi,Mzuzu,Mal_Mzu_Mo_5,Mobile Unit,Malaria Prevention,25-34,Male,7,56,113 ,169 ,180 ,"1,260 ",6.4 ,44,-11.4656,34.0207
6195,2025-05-25,2025-05,Malawi,Mzuzu,Mal_Mzu_Mo_5,Mobile Unit,HIV Testing,45+,Female,2,40,45 ,85 ,300 ,600 ,6.1 ,46,-11.4656,34.0207
554,2025-06-18,2025-06,Malawi,Mzuzu,Mal_Mzu_Mo_5,Mobile Unit,Child Immunization,45+,Female,8,96,51 ,147 ,250 ,"2,000 ",12.6 ,54,-11.4656,34.0207
4902,2025-06-21,2025-06,Malawi,Mzuzu,Mal_Mzu_Mo_5,Mobile Unit,HIV Testing,25-34,Female,2,40,22 ,62 ,300 ,600 ,8.7 ,56,-11.4656,34.0207
2052,2025-07-04,2025-07,Malawi,Mzuzu,Mal_Mzu_Mo_5,Mobile Unit,Post-abortion Care,25-34,Male,1,60,13 ,73 ,"1,500 ","1,500 ",19.6 ,57,-11.4656,34.0207
4898,2025-07-30,2025-07,Malawi,Mzuzu,Mal_Mzu_Mo_5,Mobile Unit,Child Immunization,45+,Female,7,84,101 ,185 ,250 ,"1,750 ",8.5 ,64,-11.4656,34.0207
3630,2025-08-16,2025-08,Malawi,Mzuzu,Mal_Mzu_Mo_5,Mobile Unit,Child Immunization,45+,Male,3,36,88 ,124 ,250 ,750 ,5.1 ,67,-11.4656,34.0207
1645,2025-09-09,2025-09,Malawi,Mzuzu,Mal_Mzu_Mo_5,Mobile Unit,Post-abortion Care,45+,Male,2,120,37 ,157 ,"1,500 ","3,000 ",18.1 ,69,-11.4656,34.0207
3722,2026-01-22,2026-01,Malawi,Mzuzu,Mal_Mzu_Mo_5,Mobile Unit,Malaria Prevention,25-34,Female,3,24,51 ,75 ,180 ,540 ,6.2 ,72,-11.4656,34.0207
6719,2026-01-30,2026-01,Malawi,Mzuzu,Mal_Mzu_Mo_5,Mobile Unit,HIV Testing,35-44,Male,5,100,129 ,229 ,300 ,"1,500 ",5.6 ,77,-11.4656,34.0207
8255,2026-03-14,2026-03,Malawi,Mzuzu,Mal_Mzu_Mo_5,Mobile Unit,Malaria Prevention,25-34,Female,4,32,41 ,73 ,180 ,720 ,8.9 ,81,-11.4656,34.0207
6424,2026-03-17,2026-03,Malawi,Mzuzu,Mal_Mzu_Mo_5,Mobile Unit,Family Planning,25-34,Female,7,105,145 ,250 ,120 ,840 ,2.4 ,88,-11.4656,34.0207
7179,2026-03-23,2026-03,Malawi,Mzuzu,Mal_Mzu_Mo_5,Mobile Unit,Malaria Prevention,25-34,Male,10,80,171 ,251 ,180 ,"1,800 ",6.2 ,98,-11.4656,34.0207
5398,2026-04-16,2026-04,Malawi,Mzuzu,Mal_Mzu_Mo_5,Mobile Unit,Maternal Health,25-34,Female,6,270,154 ,424 ,800 ,"4,800 ",10.3 ,104,-11.4656,34.0207
4947,2026-04-27,2026-04,Malawi,Mzuzu,Mal_Mzu_Mo_5,Mobile Unit,Malaria Prevention,45+,Female,5,40,120 ,160 ,180 ,900 ,4.6 ,109,-11.4656,34.0207
753,2025-01-01,2025-01,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,Maternal Health,15-24,Male,7,315,171 ,486 ,800 ,"5,600 ",10.5 ,7,-11.4656,34.0207
1400,2025-01-13,2025-01,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,Post-abortion Care,25-34,Male,1,60,11 ,71 ,"1,500 ","1,500 ",20.2 ,8,-11.4656,34.0207
865,2025-01-25,2025-01,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,HIV Testing,25-34,Male,1,20,20 ,40 ,300 ,300 ,6.4 ,9,-11.4656,34.0207
7676,2025-03-24,2025-03,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,Post-abortion Care,35-44,Male,2,120,23 ,143 ,"1,500 ","3,000 ",20.0 ,11,-11.4656,34.0207
5164,2025-04-08,2025-04,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,Post-abortion Care,45+,Male,1,60,9 ,69 ,"1,500 ","1,500 ",20.9 ,12,-11.4656,34.0207
453,2025-05-10,2025-05,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,Malaria Prevention,25-34,Female,6,48,52 ,100 ,180 ,"1,080 ",9.8 ,18,-11.4656,34.0207
8022,2025-05-19,2025-05,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,Post-abortion Care,35-44,Female,1,60,10 ,70 ,"1,500 ","1,500 ",20.5 ,19,-11.4656,34.0207
7932,2025-06-08,2025-06,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,Family Planning,25-34,Female,7,105,115 ,220 ,120 ,840 ,2.8 ,26,-11.4656,34.0207
2094,2025-06-26,2025-06,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,Malaria Prevention,15-24,Male,8,64,156 ,220 ,180 ,"1,440 ",5.5 ,34,-11.4656,34.0207
2916,2025-07-10,2025-07,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,Family Planning,35-44,Female,5,75,47 ,122 ,120 ,600 ,3.9 ,39,-11.4656,34.0207
1600,2025-07-15,2025-07,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,Maternal Health,45+,Female,6,270,41 ,311 ,800 ,"4,800 ",14.4 ,45,-11.4656,34.0207
311,2025-08-22,2025-08,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,Malaria Prevention,15-24,Male,4,32,37 ,69 ,180 ,720 ,9.4 ,49,-11.4656,34.0207
5379,2025-08-31,2025-08,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,Maternal Health,35-44,Male,7,315,106 ,421 ,800 ,"5,600 ",12.3 ,56,-11.4656,34.0207
2986,2025-09-26,2025-09,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,Child Immunization,25-34,Female,8,96,204 ,300 ,250 ,"2,000 ",5.7 ,64,-11.4656,34.0207
6400,2025-10-20,2025-10,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,Family Planning,15-24,Female,11,165,290 ,455 ,120 ,"1,320 ",1.9 ,75,-11.4656,34.0207
5833,2025-10-30,2025-10,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,Child Immunization,45+,Male,5,60,102 ,162 ,250 ,"1,250 ",6.7 ,80,-11.4656,34.0207
1078,2025-12-01,2025-12,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,Post-abortion Care,45+,Male,2,120,25 ,145 ,"1,500 ","3,000 ",19.7 ,82,-11.4656,34.0207
6512,2025-12-02,2025-12,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,Malaria Prevention,35-44,Female,2,16,54 ,70 ,180 ,360 ,4.1 ,84,-11.4656,34.0207
5887,2026-02-15,2026-02,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,HIV Testing,45+,Female,1,20,29 ,49 ,300 ,300 ,5.1 ,85,-11.4656,34.0207
3805,2026-03-04,2026-03,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,Post-abortion Care,25-34,Male,2,120,12 ,132 ,"1,500 ","3,000 ",21.7 ,87,-11.4656,34.0207
4469,2026-03-16,2026-03,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,Child Immunization,45+,Male,9,108,254 ,362 ,250 ,"2,250 ",5.2 ,96,-11.4656,34.0207
5019,2026-03-26,2026-03,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,Maternal Health,25-34,Female,5,225,115 ,340 ,800 ,"4,000 ",10.8 ,101,-11.4656,34.0207
7070,2026-04-26,2026-04,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,Maternal Health,45+,Male,4,180,23 ,203 ,800 ,"3,200 ",14.7 ,105,-11.4656,34.0207
7187,2026-04-30,2026-04,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,Post-abortion Care,45+,Female,4,240,44 ,284 ,"1,500 ","6,000 ",20.1 ,109,-11.4656,34.0207
597,2026-05-25,2026-05,Malawi,Mzuzu,Mal_Mzu_Mo_6,Mobile Unit,HIV Testing,35-44,Male,4,80,60 ,140 ,300 ,"1,200 ",7.5 ,113,-11.4656,34.0207
2701,2025-01-07,2025-01,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,Post-abortion Care,25-34,Male,4,240,109 ,349 ,"1,500 ","6,000 ",16.2 ,4,-11.4656,34.0207
8852,2025-01-11,2025-01,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,Malaria Prevention,25-34,Male,2,16,22 ,38 ,180 ,360 ,8.4 ,6,-11.4656,34.0207
5593,2025-01-17,2025-01,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,HIV Testing,35-44,Male,3,60,85 ,145 ,300 ,900 ,5.2 ,9,-11.4656,34.0207
5974,2025-04-16,2025-04,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,Child Immunization,25-34,Female,14,168,388 ,556 ,250 ,"3,500 ",5.3 ,23,-11.4656,34.0207
7588,2025-05-09,2025-05,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,Family Planning,45+,Male,5,75,50 ,125 ,120 ,600 ,3.8 ,28,-11.4656,34.0207
2076,2025-05-13,2025-05,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,HIV Testing,35-44,Male,4,80,80 ,160 ,300 ,"1,200 ",6.5 ,32,-11.4656,34.0207
6340,2025-05-20,2025-05,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,HIV Testing,25-34,Female,4,80,26 ,106 ,300 ,"1,200 ",10.3 ,36,-11.4656,34.0207
881,2025-05-21,2025-05,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,Family Planning,45+,Female,6,90,93 ,183 ,120 ,720 ,2.9 ,42,-11.4656,34.0207
8626,2025-05-21,2025-05,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,Family Planning,35-44,Male,8,120,239 ,359 ,120 ,960 ,1.7 ,50,-11.4656,34.0207
8514,2025-06-01,2025-06,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,Maternal Health,35-44,Male,6,270,64 ,334 ,800 ,"4,800 ",13.4 ,56,-11.4656,34.0207
1947,2025-07-04,2025-07,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,HIV Testing,25-34,Male,2,40,43 ,83 ,300 ,600 ,6.2 ,58,-11.4656,34.0207
600,2025-07-05,2025-07,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,HIV Testing,15-24,Male,2,40,16 ,56 ,300 ,600 ,9.6 ,60,-11.4656,34.0207
2491,2025-07-09,2025-07,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,Child Immunization,45+,Female,14,168,266 ,434 ,250 ,"3,500 ",7.1 ,74,-11.4656,34.0207
2857,2025-07-11,2025-07,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,Family Planning,45+,Male,6,90,87 ,177 ,120 ,720 ,3.1 ,80,-11.4656,34.0207
3397,2025-08-03,2025-08,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,Maternal Health,35-44,Male,1,45,11 ,56 ,800 ,800 ,13.3 ,81,-11.4656,34.0207
4103,2025-08-12,2025-08,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,Family Planning,35-44,Male,9,135,122 ,257 ,120 ,"1,080 ",3.2 ,90,-11.4656,34.0207
4600,2025-08-20,2025-08,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,Malaria Prevention,35-44,Female,10,80,227 ,307 ,180 ,"1,800 ",4.9 ,100,-11.4656,34.0207
531,2025-09-04,2025-09,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,HIV Testing,15-24,Female,3,60,58 ,118 ,300 ,900 ,6.6 ,103,-11.4656,34.0207
8965,2025-09-17,2025-09,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,Post-abortion Care,45+,Male,1,60,10 ,70 ,"1,500 ","1,500 ",20.4 ,104,-11.4656,34.0207
3261,2025-10-14,2025-10,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,Malaria Prevention,25-34,Male,3,24,82 ,106 ,180 ,540 ,4.1 ,107,-11.4656,34.0207
8747,2025-10-23,2025-10,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,Family Planning,15-24,Female,7,105,110 ,215 ,120 ,840 ,2.9 ,114,-11.4656,34.0207
985,2025-10-26,2025-10,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,Malaria Prevention,15-24,Male,2,16,34 ,50 ,180 ,360 ,6.2 ,116,-11.4656,34.0207
5661,2025-11-13,2025-11,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,Post-abortion Care,35-44,Female,1,60,29 ,89 ,"1,500 ","1,500 ",15.8 ,117,-11.4656,34.0207
7955,2025-11-26,2025-11,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,Post-abortion Care,35-44,Female,1,60,21 ,81 ,"1,500 ","1,500 ",17.4 ,118,-11.4656,34.0207
7076,2025-12-29,2025-12,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,Family Planning,35-44,Male,8,120,224 ,344 ,120 ,960 ,1.8 ,126,-11.4656,34.0207
1749,2026-01-16,2026-01,Malawi,Mzuzu,Mal_Mzu_Mo_7,Mobile Unit,HIV Testing,25-34,Male,2,40,16 ,56 ,300 ,600 ,9.7 ,128,-11.4656,34.0207
